,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SqFtPerRoom,Total_Home_Quality,Total_Bathrooms,HighQualSF
802,10,3,98.0,12328,1,0,3,0,4,0,22,2,2,0,4,8,5,2005,3,0,10,12,3,146.0,2,4,2,0,4,2,2,986.0,6,0.0,163.0,1149.0,0,0,1,3,1164,1377,0,2541,1.0,0.0,3,1,4,1,0,10,6,1,3,2005.0,0,3.0,729.0,4,5,2,120,32,0,0,0,0,0,9,1,8,4,169.4,13,4.5,2541
803,5,3,52.0,51974,1,0,3,0,1,0,22,4,2,0,2,9,5,2006,3,0,10,12,1,710.0,0,4,2,0,4,0,2,1101.0,6,0.0,1559.0,2660.0,0,0,1,3,2338,0,0,2338,1.0,0.0,2,1,4,1,2,8,6,2,1,2005.0,0,3.0,1110.0,1,5,2,0,135,0,0,322,0,0,8,1,6,5,194.83333333333334,14,3.5,2338
804,4,3,195.0,41600,1,0,3,0,2,0,8,2,2,1,2,5,5,1969,1,0,6,6,2,0.0,3,4,1,2,4,1,0,1047.0,6,0.0,53.0,1100.0,1,4,1,3,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,4,0,0,1969.0,3,3.0,828.0,4,5,0,144,0,0,0,0,0,0,2,1,8,4,142.4,10,2.5,1424
805,0,3,61.0,8035,1,0,1,0,4,0,22,2,2,4,2,9,5,2006,1,0,7,8,1,165.0,2,4,2,0,4,1,2,797.0,6,0.0,815.0,1612.0,0,0,1,3,1612,0,0,1612,1.0,0.0,2,0,2,1,0,6,6,1,1,2006.0,0,2.0,556.0,4,5,2,0,164,0,0,0,0,0,5,1,8,4,179.11111111111111,14,3.0,1612
806,5,3,85.0,14082,1,0,1,0,4,0,22,2,2,0,2,8,5,2006,3,0,10,12,1,945.0,2,4,2,0,1,1,2,1558.0,6,0.0,662.0,2220.0,0,0,1,3,2234,0,0,2234,1.0,0.0,1,1,1,1,2,7,6,1,1,2006.0,2,2.0,724.0,4,5,2,390,80,0,0,0,0,0,0,1,8,4,223.4,13,2.5,2234
807,5,3,81.0,13870,1,0,1,0,4,0,22,3,3,0,2,10,5,2006,3,0,5,5,1,250.0,0,4,2,0,4,1,2,1152.0,6,0.0,590.0,1742.0,0,0,1,3,2042,0,0,2042,1.0,0.0,2,0,3,1,0,8,6,1,1,2007.0,0,3.0,724.0,4,5,2,240,52,0,0,174,0,0,1,1,6,5,185.63636363636363,15,3.0,2042
808,5,3,75.79108798293285,10960,1,0,3,0,4,0,14,2,2,0,2,6,5,1984,3,0,6,6,2,0.0,3,4,1,2,4,3,2,256.0,6,0.0,1028.0,1284.0,0,4,1,3,1284,0,0,1284,1.0,0.0,2,0,3,1,3,5,6,0,1,1984.0,3,2.0,480.0,4,5,2,0,0,192,0,0,0,0,6,1,0,0,160.5,11,3.0,1284
809,10,3,78.0,12090,1,3,3,0,4,0,14,2,2,0,4,7,7,1981,1,0,7,8,1,306.0,2,4,1,2,4,3,0,321.0,6,0.0,404.0,725.0,0,0,1,3,725,754,0,1479,0.0,0.0,2,1,3,1,2,6,6,1,1,1981.0,2,2.0,484.0,4,5,2,167,72,0,0,0,0,0,5,1,8,4,147.9,14,2.5,1479
810,5,3,93.0,12299,1,3,3,0,4,0,14,2,2,0,2,7,6,1978,1,0,8,9,3,67.0,3,4,1,2,4,3,2,1328.0,6,0.0,201.0,1529.0,0,4,1,3,1664,0,0,1664,1.0,0.0,2,0,3,1,2,7,6,1,1,1978.0,0,2.0,663.0,4,5,2,0,0,0,0,0,0,0,11,1,8,4,166.4,13,3.0,1664
811,10,3,61.0,11339,1,0,3,0,4,0,14,3,2,0,4,7,5,1979,3,2,6,9,1,549.0,3,4,1,2,4,3,0,758.0,6,0.0,22.0,780.0,0,4,1,3,1085,845,0,1930,1.0,0.0,2,1,4,1,2,9,6,1,1,1979.0,0,2.0,481.0,4,5,2,192,72,0,0,0,0,0,5,1,8,4,148.46153846153845,12,3.5,1930
812,5,3,79.0,11850,1,3,3,0,2,0,14,2,2,0,2,6,6,1984,1,0,8,9,1,98.0,3,4,1,2,4,3,0,781.0,6,0.0,372.0,1153.0,0,4,1,3,1177,0,0,1177,0.0,0.0,2,0,3,1,2,6,6,0,1,1984.0,0,2.0,495.0,4,5,2,204,103,0,0,0,0,0,10,1,8,4,130.77777777777777,12,2.0,1177
813,5,3,80.0,10400,1,3,3,0,4,0,14,2,2,0,2,6,5,1979,1,0,7,8,1,253.0,3,4,1,2,4,3,2,903.0,6,0.0,356.0,1259.0,0,0,1,3,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,6,1,1,1979.0,2,2.0,478.0,4,5,2,240,141,0,0,0,0,0,10,1,8,4,169.125,11,3.0,1353
814,5,3,128.0,13001,1,0,3,0,4,0,14,4,2,0,2,6,5,1971,3,0,6,6,1,176.0,3,4,1,4,4,2,0,492.0,1,121.0,1012.0,1625.0,0,4,1,3,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,6,1,1,1971.0,3,2.0,944.0,4,5,2,0,0,249,0,0,0,0,11,1,8,4,135.55555555555554,11,2.5,1220
815,13,3,64.0,8991,1,0,3,0,1,0,14,4,2,0,6,7,6,1976,1,0,8,9,3,130.0,3,4,1,2,4,1,2,624.0,5,604.0,0.0,1228.0,0,4,1,3,1324,0,0,1324,0.0,1.0,2,0,3,1,2,5,6,1,1,1976.0,0,2.0,585.0,4,5,2,407,36,0,0,0,0,0,4,1,8,4,165.5,13,2.5,1324
816,10,3,80.0,8000,1,3,3,0,4,0,14,4,2,0,4,6,6,1974,1,0,6,6,2,0.0,3,4,1,4,4,3,0,931.0,3,153.0,0.0,1084.0,0,4,1,3,1084,793,0,1877,1.0,0.0,2,1,4,1,3,8,6,1,1,1974.0,3,2.0,488.0,4,5,2,0,96,0,0,0,0,0,2,1,8,4,156.41666666666666,12,3.5,1877
817,5,3,63.0,9457,1,3,3,0,4,0,12,2,2,0,2,5,6,1970,1,0,7,8,2,0.0,3,4,1,4,4,3,0,566.0,6,0.0,359.0,925.0,0,4,1,3,1422,0,0,1422,1.0,0.0,1,0,3,1,3,7,3,0,5,1988.0,3,2.0,576.0,4,5,2,252,0,0,0,0,0,0,11,1,8,4,158.0,11,2.0,1422
818,5,3,66.0,7920,1,3,3,0,4,0,12,2,2,0,2,5,5,1970,1,0,6,6,1,32.0,3,4,1,4,4,3,0,81.0,2,619.0,214.0,914.0,0,0,1,3,914,0,0,914,0.0,0.0,1,0,3,1,0,5,6,0,1,1970.0,2,1.0,368.0,4,2,2,120,0,0,0,0,0,0,1,1,8,4,130.57142857142858,10,1.0,914
819,5,3,86.81198292346824,17199,1,3,3,0,2,0,12,2,2,0,2,4,7,1961,1,0,7,8,2,0.0,3,2,0,4,4,3,0,314.0,6,0.0,600.0,914.0,0,0,1,3,914,0,0,914,0.0,0.0,1,0,2,1,3,4,6,0,2,1961.0,3,1.0,270.0,0,5,2,140,0,0,0,0,0,0,9,1,8,4,152.33333333333334,11,1.0,914
820,0,2,33.0,4113,1,0,3,0,4,0,12,2,2,4,2,6,5,2001,1,0,7,8,2,0.0,2,4,2,2,4,2,6,0.0,6,0.0,1337.0,1337.0,0,0,1,3,1337,0,0,1337,0.0,0.0,2,0,2,1,2,5,6,1,1,2001.0,0,2.0,511.0,4,5,2,136,68,0,0,0,0,0,9,1,8,4,167.125,11,2.0,1337
821,0,2,26.0,10943,1,1,3,0,2,0,12,2,2,4,2,6,5,1997,1,0,7,8,2,0.0,2,4,2,2,4,3,2,930.0,6,0.0,475.0,1405.0,0,0,1,3,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,6,1,1,1997.0,0,2.0,522.0,4,5,2,0,68,0,0,0,0,0,1,1,8,4,167.125,11,3.0,1337
822,2,4,21.0,2205,1,3,3,0,4,0,2,2,2,3,4,6,6,1973,1,0,6,6,1,567.0,3,4,1,4,4,3,0,312.0,6,0.0,213.0,525.0,0,4,1,3,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,1973.0,3,1.0,264.0,4,5,2,144,0,0,0,0,0,0,4,1,8,4,121.33333333333333,12,1.5,1092
823,2,4,21.0,2058,1,3,3,0,4,0,2,2,2,3,4,6,5,1973,1,0,6,6,1,265.0,3,4,1,4,4,3,6,0.0,6,0.0,672.0,672.0,0,0,1,3,672,546,0,1218,0.0,0.0,1,1,4,1,0,7,6,0,5,1973.0,3,1.0,264.0,4,5,2,0,28,0,0,0,0,0,3,1,8,4,121.8,11,1.5,1218
824,0,3,24.0,2304,1,3,3,0,4,0,13,2,2,3,2,7,7,1978,1,0,8,2,2,0.0,3,4,1,2,4,3,2,632.0,6,6.0,423.0,1061.0,0,4,1,3,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,6,0,1,1978.0,3,1.0,319.0,4,5,2,108,32,0,0,0,0,0,6,1,8,4,150.71428571428572,14,2.0,1055
825,5,3,65.0,7150,1,3,3,0,4,0,12,2,2,0,2,5,6,1966,3,0,6,6,1,52.0,3,4,1,4,4,3,1,725.0,6,0.0,263.0,988.0,0,4,1,3,988,0,0,988,1.0,0.0,1,0,3,1,3,5,6,0,5,1974.0,3,1.0,360.0,4,5,2,0,0,0,0,0,0,0,2,1,8,4,141.14285714285714,11,2.0,988
826,5,3,96.0,12469,1,3,3,0,2,0,16,2,2,0,2,9,5,2006,3,0,10,12,3,378.0,0,4,2,0,4,1,2,1151.0,6,0.0,639.0,1790.0,0,0,1,3,1816,0,0,1816,1.0,0.0,2,0,3,1,0,7,6,1,1,2007.0,0,3.0,730.0,4,5,2,186,36,0,0,0,0,0,10,1,6,5,181.6,14,3.0,1816
827,5,3,91.0,11825,1,3,3,0,4,0,16,2,2,0,2,8,5,2006,1,0,5,5,3,302.0,2,4,2,0,4,2,6,0.0,6,0.0,1694.0,1694.0,0,0,1,3,1694,0,0,1694,0.0,0.0,2,0,3,1,2,7,6,1,1,2006.0,2,3.0,856.0,4,5,2,0,112,0,0,0,0,0,8,1,6,5,169.4,13,2.0,1694
828,5,3,110.0,14333,1,3,3,0,0,0,16,2,2,0,2,8,5,2007,1,0,10,12,2,0.0,2,4,2,2,4,1,2,1518.0,6,0.0,590.0,2108.0,0,0,1,3,2122,0,0,2122,1.0,0.0,2,1,2,1,2,7,6,1,1,2007.0,0,3.0,938.0,4,5,2,130,142,0,0,0,0,0,2,1,6,5,192.9090909090909,13,3.5,2122
829,10,3,107.0,13641,1,3,3,0,4,0,16,2,2,0,4,9,5,2007,3,0,5,5,1,456.0,0,4,2,0,4,1,2,1304.0,6,0.0,630.0,1934.0,0,0,1,3,1943,713,0,2656,1.0,0.0,2,1,3,1,0,8,6,1,1,2007.0,2,3.0,1040.0,4,5,2,268,58,0,0,0,0,0,3,1,6,5,221.33333333333334,14,3.5,2656
830,10,3,110.0,13440,1,3,3,0,4,0,16,2,2,0,4,8,5,2006,3,0,10,12,1,190.0,2,4,2,0,4,3,6,0.0,6,0.0,1108.0,1108.0,0,0,1,3,1148,1402,0,2550,0.0,0.0,2,1,4,1,0,11,6,1,3,2006.0,0,3.0,670.0,4,5,2,120,39,0,0,0,0,0,5,1,6,5,170.0,13,2.5,2550
831,5,3,105.0,15431,1,3,3,0,4,0,16,2,2,0,2,10,5,2005,3,0,10,12,1,400.0,0,4,2,0,4,1,2,1430.0,6,0.0,564.0,1994.0,0,0,1,3,2046,0,0,2046,1.0,0.0,2,1,2,1,0,7,6,2,1,2005.0,0,3.0,878.0,4,5,2,188,65,0,0,175,0,0,10,1,8,4,186.0,15,3.5,2046
832,5,3,107.0,13891,1,3,3,0,4,0,16,2,2,0,2,9,5,2007,3,0,10,12,3,456.0,0,4,2,0,4,1,2,1812.0,6,0.0,740.0,2552.0,0,0,1,3,2552,0,0,2552,1.0,0.0,2,0,3,1,0,8,6,2,1,2007.0,0,3.0,932.0,4,5,2,130,28,0,0,0,0,0,1,1,6,5,232.0,14,3.0,2552
833,10,3,118.0,13654,1,0,3,0,1,0,16,2,2,0,4,9,5,2005,1,0,7,8,1,365.0,2,4,2,0,4,1,6,0.0,6,0.0,1704.0,1704.0,0,0,1,3,1722,1036,0,2758,0.0,0.0,2,1,4,1,0,9,6,1,3,2005.0,0,3.0,814.0,4,5,2,282,55,0,0,0,0,0,7,1,8,4,212.15384615384616,14,2.5,2758
834,5,3,59.0,17169,1,1,3,0,1,0,16,2,2,0,2,10,5,2007,3,0,5,5,1,970.0,0,4,2,0,4,0,2,1684.0,6,0.0,636.0,2320.0,0,0,1,3,2290,0,0,2290,2.0,0.0,2,1,2,1,0,7,6,1,1,2007.0,0,3.0,1174.0,4,5,2,192,30,0,0,0,0,0,10,1,6,5,208.1818181818182,15,4.5,2290
835,10,3,134.0,16659,1,0,3,0,0,0,16,2,2,0,4,8,5,2007,1,0,10,12,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,1582.0,1582.0,0,0,1,3,1582,570,0,2152,0.0,0.0,2,1,3,1,2,7,6,1,5,2007.0,3,2.0,728.0,4,5,2,0,368,0,0,0,0,0,8,1,6,5,195.63636363636363,13,2.5,2152
836,10,3,82.0,9709,1,0,3,0,4,0,16,2,2,0,4,8,5,2007,1,0,10,12,3,120.0,0,4,2,0,4,1,2,778.0,6,0.0,140.0,918.0,0,0,1,3,958,1142,0,2100,1.0,0.0,2,1,3,1,0,8,6,2,3,2007.0,0,3.0,786.0,4,5,2,172,104,0,0,0,0,0,11,1,6,5,175.0,13,3.5,2100
837,5,3,94.0,13615,1,0,1,0,0,1,16,2,2,0,2,9,5,2006,3,0,7,8,3,510.0,0,4,2,0,4,1,6,0.0,6,0.0,1802.0,1802.0,0,0,1,3,1802,0,0,1802,0.0,0.0,2,1,3,1,0,7,6,1,1,2006.0,0,3.0,843.0,4,5,2,158,105,0,0,0,0,0,8,1,8,4,163.8181818181818,14,2.5,1802
838,10,3,99.0,13069,1,0,3,0,4,0,16,2,2,0,4,8,5,2004,1,0,10,12,1,502.0,2,4,2,2,4,0,6,0.0,6,0.0,1706.0,1706.0,0,0,1,3,1718,1238,0,2956,0.0,0.0,2,1,5,1,0,11,6,1,3,2004.0,2,3.0,916.0,4,5,2,194,50,0,0,0,0,0,10,1,8,4,197.06666666666666,13,2.5,2956
839,10,3,110.0,14277,1,3,3,0,4,0,16,2,2,0,4,8,5,2003,1,0,10,12,1,280.0,2,4,2,0,4,2,2,938.0,6,0.0,379.0,1317.0,0,0,1,3,1217,1168,0,2385,1.0,0.0,2,1,3,1,2,7,6,1,1,2003.0,0,3.0,818.0,4,5,2,192,228,0,0,0,0,0,0,1,8,4,216.8181818181818,13,3.5,2385
840,10,3,91.41501802827776,12568,1,3,3,0,4,0,16,2,2,0,4,8,5,2007,3,0,10,12,3,246.0,2,4,2,0,4,0,2,669.0,6,0.0,226.0,895.0,0,0,1,3,895,923,0,1818,1.0,0.0,2,1,3,1,0,8,6,1,1,2007.0,0,3.0,774.0,4,5,2,196,104,0,0,0,0,0,10,1,6,5,151.5,13,3.5,1818
841,5,3,70.0,9926,1,0,3,0,4,0,16,2,2,0,2,7,5,2005,1,0,10,12,1,210.0,2,4,2,2,4,2,2,1178.0,6,0.0,436.0,1614.0,0,0,1,3,1614,0,0,1614,1.0,0.0,2,0,3,1,2,7,6,0,1,2005.0,2,3.0,878.0,4,5,2,100,38,0,0,0,0,0,7,1,8,4,161.4,12,3.0,1614
842,5,3,71.0,9254,1,0,3,0,4,0,16,2,2,0,2,8,5,2005,1,0,10,12,1,210.0,2,4,2,2,4,3,2,119.0,6,0.0,1602.0,1721.0,0,0,1,3,1721,0,0,1721,1.0,0.0,2,0,3,1,2,7,6,0,1,2005.0,2,2.0,554.0,4,5,2,168,27,0,0,0,0,0,0,1,8,4,172.1,13,3.0,1721
843,10,3,92.0,10732,1,0,3,0,0,0,16,2,2,0,4,8,5,2006,1,0,10,12,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,1298.0,1298.0,0,0,1,3,1298,530,0,1828,0.0,0.0,2,1,3,1,2,7,6,0,3,2006.0,2,3.0,876.0,4,5,2,0,40,0,0,0,0,0,4,1,6,5,166.1818181818182,13,2.5,1828
844,0,3,34.0,3901,1,3,3,0,4,0,16,2,2,3,2,6,5,2005,1,0,10,12,3,182.0,2,4,2,2,4,0,0,866.0,6,0.0,436.0,1302.0,0,0,1,3,1302,0,0,1302,1.0,0.0,1,1,1,1,2,5,6,1,1,2005.0,2,2.0,631.0,4,5,2,110,50,0,0,0,0,0,10,1,6,5,162.75,11,2.5,1302
845,0,3,34.0,3903,1,3,3,0,4,0,16,2,2,3,2,6,5,2005,1,0,10,12,3,182.0,2,4,2,2,4,0,0,1030.0,6,0.0,272.0,1302.0,0,0,1,3,1302,0,0,1302,1.0,0.0,1,1,1,1,2,5,6,1,1,2005.0,2,2.0,631.0,4,5,2,110,50,0,0,0,0,0,7,1,8,4,162.75,11,2.5,1302
846,0,3,41.0,6289,1,0,3,0,4,0,16,2,2,4,2,6,5,2005,1,0,10,12,3,256.0,2,4,2,2,4,0,0,762.0,6,0.0,600.0,1362.0,0,0,1,3,1362,0,0,1362,1.0,0.0,2,0,2,1,2,6,6,1,1,2005.0,2,2.0,460.0,4,5,2,192,28,0,0,0,0,0,8,1,8,4,151.33333333333334,11,3.0,1362
847,0,3,34.0,4590,1,3,3,0,4,0,16,2,2,3,2,8,5,2006,1,0,10,12,3,108.0,2,4,2,2,1,2,2,24.0,6,0.0,1530.0,1554.0,0,0,1,3,1554,0,0,1554,0.0,0.0,2,0,2,1,2,6,6,1,1,2006.0,2,2.0,627.0,4,5,2,156,73,0,0,0,0,0,7,1,1,4,172.66666666666666,13,2.0,1554
848,0,3,48.0,7841,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,3,0,7,8,1,394.0,0,4,2,0,4,3,2,848.0,6,0.0,729.0,1577.0,0,0,1,3,1577,0,0,1577,1.0,0.0,2,0,2,1,0,6,6,1,1,2005.0,2,2.0,564.0,4,5,2,203,39,0,0,0,0,0,7,1,8,4,175.22222222222223,14,3.0,1577
849,0,3,48.0,6240,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,3,0,7,8,1,176.0,2,4,2,2,4,3,2,24.0,6,0.0,1300.0,1324.0,0,0,1,3,1324,0,0,1324,0.0,0.0,2,0,2,1,2,6,6,1,1,2006.0,0,2.0,550.0,4,5,2,0,38,0,0,0,0,0,11,1,6,5,147.11111111111111,13,2.0,1324
850,0,3,48.0,3242,1,3,3,0,4,0,16,2,2,4,2,7,5,2003,1,0,10,14,3,235.0,2,4,2,2,4,3,2,1000.0,6,0.0,405.0,1405.0,0,0,1,3,1405,0,0,1405,1.0,0.0,2,0,2,1,2,6,6,1,1,2003.0,2,2.0,478.0,4,5,2,136,36,0,0,0,0,0,5,1,8,4,156.11111111111111,12,3.0,1405
851,10,3,59.0,15810,1,0,3,0,4,0,8,6,2,0,4,6,5,2007,1,0,10,12,-1,188.48130615982592,2,4,1,2,4,3,6,0.0,6,0.0,768.0,768.0,0,0,1,3,768,728,0,1496,0.0,0.0,3,0,3,1,2,7,6,0,1,2007.0,3,2.0,572.0,4,5,2,100,0,0,0,0,0,0,7,1,6,5,136.0,11,3.0,1496
852,10,3,65.0,10237,1,3,3,0,4,0,8,6,2,0,4,6,5,2005,1,0,10,12,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,768.0,768.0,0,0,1,3,768,768,0,1536,0.0,0.0,2,1,3,1,2,6,6,1,1,2005.0,0,2.0,400.0,4,5,2,100,38,0,0,0,0,0,8,1,8,4,153.6,11,2.5,1536
853,10,3,58.0,13204,1,0,3,0,4,0,8,6,2,0,4,7,5,2006,1,0,10,12,3,44.0,3,4,2,2,4,3,6,0.0,6,0.0,608.0,608.0,0,0,1,3,608,850,0,1458,0.0,0.0,2,0,3,1,2,6,6,0,3,2007.0,0,2.0,454.0,4,5,2,100,33,0,0,0,0,0,7,1,6,5,162.0,12,2.0,1458
854,10,3,62.0,8857,1,0,3,0,4,0,8,2,2,0,4,6,5,2006,1,0,10,12,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,738.0,738.0,0,0,1,3,738,757,0,1495,0.0,0.0,2,1,3,1,2,7,6,1,1,2006.0,2,2.0,440.0,4,5,2,100,30,0,0,0,0,0,5,1,6,5,135.9090909090909,11,2.5,1495
855,10,3,63.0,9729,1,0,3,0,4,0,8,2,2,0,4,6,5,2006,1,0,10,12,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,698.0,698.0,0,0,1,3,698,1048,0,1746,1.0,0.0,2,1,3,1,2,6,6,1,3,2007.0,3,3.0,350.0,4,5,2,0,34,0,0,0,0,0,8,1,6,5,174.6,11,3.5,1746
856,5,3,88.0,12216,1,0,3,0,0,0,8,2,2,0,2,6,5,2005,1,0,10,12,2,0.0,3,4,2,2,4,0,2,918.0,6,0.0,408.0,1326.0,0,0,1,3,1326,0,0,1326,1.0,0.0,2,0,3,1,2,6,6,0,1,2005.0,0,2.0,388.0,4,5,2,120,23,0,0,0,0,2000,8,1,8,4,147.33333333333334,11,3.0,1326
857,10,3,72.0,8229,1,0,3,0,4,0,8,2,2,0,4,6,5,2007,1,0,10,12,3,22.0,2,4,2,2,4,0,6,0.0,6,0.0,752.0,752.0,0,0,1,3,752,752,0,1504,0.0,0.0,2,1,3,1,2,6,6,0,1,2007.0,0,2.0,440.0,4,5,2,100,32,0,0,0,0,0,3,1,6,5,150.4,11,2.5,1504
858,10,3,64.0,7713,1,3,3,0,4,0,8,2,2,0,4,7,5,2007,1,0,10,12,3,16.0,2,4,2,2,4,3,6,0.0,6,0.0,728.0,728.0,0,0,1,3,728,728,0,1456,0.0,0.0,2,1,3,1,2,7,6,0,1,2007.0,0,2.0,400.0,4,5,2,100,24,0,0,0,0,0,9,1,6,5,132.36363636363637,12,2.5,1456
859,5,3,64.0,7697,1,3,3,0,4,0,8,2,2,0,2,7,6,2007,1,0,10,12,1,0.0,2,4,2,2,4,3,6,0.0,6,0.0,1246.0,1246.0,0,0,1,3,1258,0,0,1258,0.0,0.0,2,0,3,1,2,6,6,0,1,2007.0,2,2.0,462.0,4,5,2,0,0,0,0,0,0,0,10,1,6,5,139.77777777777777,13,2.0,1258
860,0,3,40.12809271027299,3621,1,3,3,0,4,0,0,2,2,4,2,8,5,2003,3,0,10,12,1,72.0,2,4,2,2,4,1,2,1084.0,6,0.0,322.0,1406.0,0,0,1,3,1589,0,0,1589,1.0,0.0,2,0,2,1,2,7,6,1,1,2003.0,0,3.0,630.0,4,5,2,143,20,0,0,0,0,0,2,1,8,4,158.9,13,3.0,1589
861,5,3,53.0,3710,1,3,3,0,4,0,0,2,2,0,2,7,5,2007,1,0,10,12,1,16.0,2,4,2,2,4,0,6,0.0,6,0.0,1266.0,1266.0,0,0,1,3,1266,0,0,1266,0.0,0.0,2,0,2,1,2,6,6,1,1,2007.0,0,2.0,388.0,4,5,2,100,16,0,0,0,0,0,10,1,6,5,140.66666666666666,12,2.0,1266
862,13,3,65.0,16219,1,1,3,0,4,0,8,2,2,0,6,7,5,2004,1,0,10,12,2,0.0,2,4,2,2,4,1,2,779.0,6,0.0,56.0,835.0,0,0,1,3,1119,0,0,1119,1.0,0.0,2,0,2,1,2,5,6,0,1,2004.0,0,2.0,437.0,4,5,2,100,24,0,0,0,0,0,6,1,8,4,139.875,12,3.0,1119
863,13,3,87.0,11084,1,0,3,0,0,0,8,2,2,0,6,7,5,2004,1,0,10,12,2,0.0,2,4,2,2,4,3,2,192.0,6,0.0,192.0,384.0,0,0,1,3,744,630,0,1374,1.0,0.0,2,1,3,1,2,8,6,1,3,2004.0,0,2.0,400.0,4,5,2,100,0,0,0,0,0,0,8,1,8,3,114.5,12,3.5,1374
864,5,3,59.0,10936,1,0,3,0,4,0,8,2,2,0,2,7,5,2006,1,0,10,12,2,0.0,2,4,2,2,4,0,6,0.0,6,0.0,1510.0,1510.0,0,0,1,3,1525,0,0,1525,0.0,0.0,2,1,3,1,2,6,6,1,1,2006.0,2,2.0,534.0,4,5,2,100,18,0,0,0,0,0,6,1,6,5,152.5,12,2.5,1525
865,13,3,91.93248593178801,11950,1,0,3,0,0,0,8,2,2,0,6,7,5,2003,1,0,10,12,-1,336.40549892645095,2,4,2,2,4,3,6,0.0,6,0.0,384.0,384.0,0,0,1,3,754,640,0,1394,0.0,0.0,2,1,3,1,2,7,6,1,3,2003.0,0,2.0,400.0,4,5,2,100,0,0,0,0,0,0,1,1,8,4,126.72727272727273,12,2.5,1394
866,10,3,63.0,7875,1,3,3,0,4,0,8,2,2,0,4,7,5,2003,1,0,10,12,1,16.0,2,4,2,2,4,3,6,0.0,6,0.0,847.0,847.0,0,0,1,3,847,1101,0,1948,0.0,0.0,2,1,4,1,2,8,6,1,3,2003.0,0,2.0,434.0,4,5,2,0,48,0,0,0,0,0,9,1,8,4,162.33333333333334,12,2.5,1948
867,10,3,59.87975971989107,8740,1,0,3,0,4,0,8,2,2,0,4,7,5,2002,1,0,10,12,2,0.0,2,4,2,2,4,3,2,574.0,6,0.0,280.0,854.0,0,0,1,3,864,1131,0,1995,0.0,0.0,2,1,4,1,2,8,6,1,3,2002.0,0,2.0,435.0,4,5,2,264,48,0,0,0,0,0,9,1,8,4,166.25,12,2.5,1995
868,10,3,58.0,9487,1,0,3,0,4,0,8,2,2,0,4,6,5,2000,1,0,10,12,2,0.0,3,4,2,2,4,3,2,520.0,6,0.0,395.0,915.0,0,0,1,3,940,750,0,1690,1.0,0.0,2,1,3,1,3,7,6,1,1,2000.0,2,2.0,442.0,4,5,2,0,50,0,0,0,0,0,8,1,8,4,153.63636363636363,11,3.5,1690
869,10,3,59.0,9649,1,0,3,0,4,0,8,2,2,0,4,6,5,1999,1,0,10,12,2,0.0,3,4,2,2,4,3,6,0.0,6,0.0,941.0,941.0,0,0,1,3,961,683,0,1644,0.0,0.0,2,1,3,1,3,7,6,1,1,1999.0,2,2.0,460.0,4,5,2,460,42,0,0,0,0,0,7,1,8,4,149.45454545454547,11,2.5,1644
870,10,3,100.0,12191,1,0,3,0,4,0,15,2,2,0,4,8,5,1997,3,0,10,12,1,515.0,2,4,2,2,4,0,2,1181.0,6,0.0,598.0,1779.0,0,0,1,3,1779,772,0,2551,1.0,0.0,2,1,4,1,2,8,6,2,1,1998.0,0,3.0,925.0,4,5,2,76,61,0,0,0,0,0,8,1,8,4,212.58333333333334,13,3.5,2551
871,10,3,89.0,10557,1,0,3,0,4,0,15,2,2,0,4,9,5,1998,1,0,7,8,1,422.0,2,4,2,0,4,1,2,672.0,6,0.0,736.0,1408.0,0,0,1,3,1671,1407,0,3078,1.0,0.0,2,1,4,1,2,9,6,1,1,1998.0,0,3.0,806.0,4,5,2,108,87,0,0,0,0,0,9,1,8,4,236.76923076923077,14,3.5,3078
